ObjectName,"ObjectType (from static file, if available)",StartFrame (first frame where object is relevant),EndFrame (last frame where object is relevant),"StartPosition (x,y,z at StartFrame)","EndPosition (x,y,z at EndFrame)",AvgSpeed (avg world units per frame),VisibilityRatio (fraction of frames visible),SizeChange (grow/shrink/stable),RelativeSize (approx. size compared to average scene object),PathSummary (detailed 3D path narrative),MovementSummary (short overall description)
zoneRANCH/cellRanch_Lab/Sector/Solid Filler/moundSand03b,Mesh,8,12,"[167.63,14.75,-306.84]","[239.37,15.09,-234.59]",101.81751175510034,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 0.34 units, moves 101.82 units left-forward. Frame 9→10: quickly descends 0.34 units, moves 101.82 units left-forward. Frame 10→11: quickly descends 0.34 units, moves 101.82 units left-forward. Frame 11→12: quickly descends 0.34 units, moves 101.82 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneMOSS/cellMoss_Entrance/Sector/Mountains/mtnBluffMoss02/mountaintop,Mesh,8,12,"[-168.04,28.53,378.45]","[-181.7,32.14,479.1]",101.63685453613765,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 3.61 units, moves 101.57 units right-forward. Frame 9→10: quickly descends 3.61 units, moves 101.57 units right-forward. Frame 10→11: quickly descends 3.61 units, moves 101.57 units right-forward. Frame 11→12: quickly descends 3.61 units, moves 101.57 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneSLIMULATIONS/cellSlimulationMoss_Entrance/Sector/Mountains/mtnBluffMoss02/mountaintop,Mesh,8,12,"[739.8,31.74,1126.6]","[753.46,28.13,1025.95]",101.6368545361375,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 3.61 units, moves 101.57 units left-backward. Frame 9→10: quickly rises 3.61 units, moves 101.57 units left-backward. Frame 10→11: quickly rises 3.61 units, moves 101.57 units left-backward. Frame 11→12: quickly rises 3.61 units, moves 101.57 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneSLIMULATIONS/cellSlimulationReef_Shortcut/Sector/Slimes/GlitchTarrNode 1/Portal/FX TarrSpawnerSpawn,Empty,8,12,"[865.23,8.83,1073.25]","[872.24,4.2,1174.27]",101.3687200274325,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 4.63 units, moves 101.26 units left-forward. Frame 9→10: quickly rises 4.63 units, moves 101.26 units left-forward. Frame 10→11: quickly rises 4.63 units, moves 101.26 units left-forward. Frame 11→12: quickly rises 4.63 units, moves 101.26 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneDESERT/cellDesert_ScorchedPlainsNorthWest/Sector/Main Nav/rockSharpDesert07,Mesh,8,12,"[-33.638,1017.721,567.643]","[0.482,1017.113,663.042]",101.31886924457852,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 0.61 units, moves 101.32 units left-forward. Frame 9→10: quickly rises 0.61 units, moves 101.32 units left-forward. Frame 10→11: quickly rises 0.61 units, moves 101.32 units left-forward. Frame 11→12: quickly rises 0.61 units, moves 101.32 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneMOSS/cellMoss_GreenPillars/Sector/Mountains/mtnBluffMoss01/mountaintop,Mesh,8,12,"[-20.7,18.8,352.6]","[-58.747,27.21,445.933]",101.14025508174278,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 8.41 units, moves 100.79 units right-forward. Frame 9→10: quickly descends 8.41 units, moves 100.79 units right-forward. Frame 10→11: quickly descends 8.41 units, moves 100.79 units right-forward. Frame 11→12: quickly descends 8.41 units, moves 100.79 units right-forward.",Very large object moves quickly along a complex 3D path.
zoneWILDS/cellWilds_SeaTeeth/Sector/Constructs/woodPlat02 (1),Mesh,8,12,"[-848.524,1.518,744.37]","[-864.22,0.23,615.51]",129.81880819049297,1.0,stable,large,"Starts in the air. Takes off from near the ground. Frame 8→9: quickly rises 1.29 units, moves 129.81 units right-backward. Frame 9→10: quickly rises 1.29 units, moves 129.81 units right-backward. Frame 10→11: quickly rises 1.29 units, moves 129.81 units right-backward. Frame 11→12: quickly rises 1.29 units, moves 129.81 units right-backward. Lands back near the ground.",Large object descends along a 3D path and comes down near the ground.
zoneDESERT/cellDesert_SilentSentinels/Sector/Cliffs/ruinDesertPillar01 (1)/LoDMesh,Mesh,8,12,"[-47.819,1023.82,383.679]","[-67.19,1024.831,511.41]",129.19545705248314,1.0,stable,large,"Starts in the air. Frame 8→9: quickly descends 1.01 units, moves 129.19 units right-forward. Frame 9→10: quickly descends 1.01 units, moves 129.19 units right-forward. Frame 10→11: quickly descends 1.01 units, moves 129.19 units right-forward. Frame 11→12: quickly descends 1.01 units, moves 129.19 units right-forward.",Large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree03/LOD2,Mesh,8,12,"[-628.789,37.115,-880.589]","[-702.22,7.89,-793.64]",99.91892876727348,1.0,stable,huge,"Starts in the air. Frame 8→9: hovers with negligible movement. Frame 9→10: quickly descends 2.42 units, moves 160.00 units right-backward. Frame 10→11: quickly descends 29.23 units, moves 113.81 units left-backward. Frame 11→12: quickly descends 8.04 units, moves 121.89 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree03,Mesh,8,12,"[-628.789,37.115,-880.589]","[-702.22,7.89,-793.64]",99.91892876727348,1.0,stable,huge,"Starts in the air. Frame 8→9: hovers with negligible movement. Frame 9→10: quickly descends 2.42 units, moves 160.00 units right-backward. Frame 10→11: quickly descends 29.23 units, moves 113.81 units left-backward. Frame 11→12: quickly descends 8.04 units, moves 121.89 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneDESERT/cellDesert_AshSink/Sector/Cliffs/glassShard03 (1),Mesh,8,12,"[-186.99,1028.52,336.57]","[-232.17,1011.475,249.06]",99.94880952267513,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 17.04 units, moves 98.48 units right-backward. Frame 9→10: quickly rises 17.04 units, moves 98.48 units right-backward. Frame 10→11: quickly rises 17.04 units, moves 98.48 units right-backward. Frame 11→12: quickly rises 17.04 units, moves 98.48 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneREEF/cellReef_RingIsland/Sector/Flora/treeReef04/treeTrunk01,Mesh,8,12,"[-580.24,0.468,-122.75]","[-485.07,36.195,-200.75]",128.13175808128133,1.0,stable,large,"Starts near the ground. Frame 8→9: quickly descends 35.73 units, moves 123.05 units left-backward. Frame 9→10: quickly descends 35.73 units, moves 123.05 units left-backward. Frame 10→11: quickly descends 35.73 units, moves 123.05 units left-backward. Frame 11→12: quickly descends 35.73 units, moves 123.05 units left-backward.",Large object moves quickly along a complex 3D path.
zoneREEF/cellReef_TunnelQuarry/Sector/Cliffs/cliffBase01,Mesh,8,12,"[-62.2,11.96,216.18]","[33.07,22.6,190.11]",99.3439852230622,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 10.64 units, moves 98.77 units left-backward. Frame 9→10: quickly descends 10.64 units, moves 98.77 units left-backward. Frame 10→11: quickly descends 10.64 units, moves 98.77 units left-backward. Frame 11→12: quickly descends 10.64 units, moves 98.77 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneSLIMULATIONS/cellSlimulationReef_TunnelQuarry/Sector/Cliffs/cliffBase01,Mesh,8,12,"[933.3,11.96,1068.48]","[1028.57,22.6,1042.41]",99.34398522306216,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 10.64 units, moves 98.77 units left-backward. Frame 9→10: quickly descends 10.64 units, moves 98.77 units left-backward. Frame 10→11: quickly descends 10.64 units, moves 98.77 units left-backward. Frame 11→12: quickly descends 10.64 units, moves 98.77 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Solid Filler/moundSand04,Mesh,8,12,"[-733.83,1.87,-805.1]","[-647.28,-0.55,-853.718]",99.29989337355809,1.0,stable,huge,"Starts in the air. Takes off from near the ground. Frame 8→9: quickly rises 2.42 units, moves 99.27 units left-backward. Frame 9→10: quickly rises 2.42 units, moves 99.27 units left-backward. Frame 10→11: quickly rises 2.42 units, moves 99.27 units left-backward. Frame 11→12: quickly rises 2.42 units, moves 99.27 units left-backward. Lands back near the ground.",Very large object descends along a 3D path and comes down near the ground.
zoneVALLEY/cellValley_RaceTrack1/Sector/Solid Filler/moundSand04/Rocks,Mesh,8,12,"[-733.83,1.87,-805.1]","[-647.28,-0.55,-853.718]",99.29989337355809,1.0,stable,huge,"Starts in the air. Takes off from near the ground. Frame 8→9: quickly rises 2.42 units, moves 99.27 units left-backward. Frame 9→10: quickly rises 2.42 units, moves 99.27 units left-backward. Frame 10→11: quickly rises 2.42 units, moves 99.27 units left-backward. Frame 11→12: quickly rises 2.42 units, moves 99.27 units left-backward. Lands back near the ground.",Very large object descends along a 3D path and comes down near the ground.
zoneWILDS/cellWilds_SeaCliffs/Sector/Solid Filler/areaCrag01/areaCragChunk03,Mesh,8,12,"[-1014.165,5.867,837.848]","[-944.049,2.498,907.912]",99.17947223594209,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 3.37 units, moves 99.12 units left-forward. Frame 9→10: quickly rises 3.37 units, moves 99.12 units left-forward. Frame 10→11: quickly rises 3.37 units, moves 99.12 units left-forward. Frame 11→12: quickly rises 3.37 units, moves 99.12 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneWILDS/cellWilds_SeaCliffs/Sector/Solid Filler/areaCrag01/areaCragChunk01,Mesh,8,12,"[-1012.775,7.099,836.647]","[-944.991,3.344,908.752]",99.0348509667177,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 3.76 units, moves 98.96 units left-forward. Frame 9→10: quickly rises 3.76 units, moves 98.96 units left-forward. Frame 10→11: quickly rises 3.76 units, moves 98.96 units left-forward. Frame 11→12: quickly rises 3.76 units, moves 98.96 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneDESERT/cellDesert_ScorchedPlainsNorthWest/Sector/Solid Filler/glassShard03,Mesh,8,12,"[-77.493,1028.193,647.212]","[-15.93,1035.04,569.99]",98.99556385010389,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 6.85 units, moves 98.76 units left-backward. Frame 9→10: quickly descends 6.85 units, moves 98.76 units left-backward. Frame 10→11: quickly descends 6.85 units, moves 98.76 units left-backward. Frame 11→12: quickly descends 6.85 units, moves 98.76 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree02/LOD1,Mesh,8,12,"[-771.534,20.901,-794.819]","[-776.09,13.07,-956.56]",98.11492153759306,1.0,stable,huge,"Starts in the air. Frame 8→9: hovers with negligible movement. Frame 9→10: quickly rises 7.27 units, moves 140.19 units right-forward. Frame 10→11: quickly descends 7.83 units, moves 161.81 units left-forward. Frame 11→12: quickly rises 12.11 units, moves 89.27 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack2/Sector/Grass/grassValleyColony02/grassThinColony02_LOD1,Mesh,8,12,"[-198.16,17.676,-828.51]","[-156.146,19.597,-1041.906]",125.54706997856343,1.0,stable,large,"Starts in the air. Frame 8→9: quickly descends 2.38 units, moves 60.66 units right-backward. Frame 9→10: quickly descends 2.38 units, moves 60.66 units right-backward. Frame 10→11: quickly rises 1.92 units, moves 217.49 units right-forward. Frame 11→12: quickly rises 0.74 units, moves 163.27 units right-forward.",Large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack2/Sector/Grass/grassValleyColony02/grassThinColony02_LOD0,Mesh,8,12,"[-198.16,17.676,-828.51]","[-156.146,19.597,-1041.906]",125.54706997856343,1.0,stable,large,"Starts in the air. Frame 8→9: quickly descends 2.38 units, moves 60.66 units right-backward. Frame 9→10: quickly descends 2.38 units, moves 60.66 units right-backward. Frame 10→11: quickly rises 1.92 units, moves 217.49 units right-forward. Frame 11→12: quickly rises 0.74 units, moves 163.27 units right-forward.",Large object moves quickly along a complex 3D path.
zoneVIKTOR/cellVIKTOR_ViktorLab/Sector/Build Sites/siteGadget/siteBase/Light Column,Mesh,8,12,"[937.51,12.925,-184.82]","[1035.42,18.791,-175.49]",98.5283053543499,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 5.87 units, moves 98.35 units left-forward. Frame 9→10: quickly descends 5.87 units, moves 98.35 units left-forward. Frame 10→11: quickly descends 5.87 units, moves 98.35 units left-forward. Frame 11→12: quickly descends 5.87 units, moves 98.35 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneMOCHI/cellVALLEY_MochiEstate/Sector/Rocks/valley_ore_06,Mesh,8,12,"[232.13,8.62,-834.75]","[290.24,26.68,-1019.57]",97.2899893360052,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 18.06 units, moves 193.74 units left-backward. Frame 9→10: hovers with negligible movement. Frame 10→11: hovers with negligible movement. Frame 11→12: quickly descends 18.06 units, moves 193.74 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneRUINSTransition/cellReef_RuinsPassage/Sector/Cliffs/caveRoof03,Mesh,8,12,"[-37.3,22.592,429.83]","[34.728,27.5,363.033]",98.35629342853458,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 4.91 units, moves 98.23 units left-backward. Frame 9→10: quickly descends 4.91 units, moves 98.23 units left-backward. Frame 10→11: quickly descends 4.91 units, moves 98.23 units left-backward. Frame 11→12: quickly descends 4.91 units, moves 98.23 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneDESERT/cellDesert_ScorchedPlainsNorthEast/Sector/Cliffs/cliffDesert04,Mesh,8,12,"[18.158,1025.175,543.903]","[63.914,1054.332,625.154]",97.70090678187181,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 29.16 units, moves 93.25 units left-forward. Frame 9→10: quickly descends 29.16 units, moves 93.25 units left-forward. Frame 10→11: quickly descends 29.16 units, moves 93.25 units left-forward. Frame 11→12: quickly descends 29.16 units, moves 93.25 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneMOSS/cellMoss_Archipelago/Sector/Flora/treeMossStump02/treeRoots (2),Mesh,8,12,"[-355.84,-5.797,887.56]","[-356.28,-5.25,789.87]",97.69252227780787,1.0,stable,huge,"Starts near the ground. Frame 8→9: quickly descends 0.55 units, moves 97.69 units right-backward. Frame 9→10: quickly descends 0.55 units, moves 97.69 units right-backward. Frame 10→11: quickly descends 0.55 units, moves 97.69 units right-backward. Frame 11→12: quickly descends 0.55 units, moves 97.69 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneMOCHI/cellVALLEY_MochiEstate/Sector/Flora/valley_tree02/LOD1,Mesh,8,12,"[259.92,20.22,-820.28]","[219.692,12.642,-1007.261]",95.70477055638345,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 7.58 units, moves 191.26 units right-backward. Frame 9→10: hovers with negligible movement. Frame 10→11: hovers with negligible movement. Frame 11→12: quickly rises 7.58 units, moves 191.26 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneMOSS/cellMoss_Entrance/Sector/Cliffs/mtnBase01 (2),Mesh,8,12,"[-142.85,17.78,352.99]","[-116.63,14.39,445.91]",96.60800639698556,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 3.39 units, moves 96.55 units left-forward. Frame 9→10: quickly rises 3.39 units, moves 96.55 units left-forward. Frame 10→11: quickly rises 3.39 units, moves 96.55 units left-forward. Frame 11→12: quickly rises 3.39 units, moves 96.55 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack2/Sector/Solid Filler/valley_ramp01 (1),Mesh,8,12,"[-258.2,8.8,-961.4]","[-208.67,6.69,-1044.24]",96.54086492258087,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 2.11 units, moves 96.52 units left-backward. Frame 9→10: quickly rises 2.11 units, moves 96.52 units left-backward. Frame 10→11: quickly rises 2.11 units, moves 96.52 units left-backward. Frame 11→12: quickly rises 2.11 units, moves 96.52 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree01/LOD1,Mesh,8,12,"[-657.56,14.53,-797.58]","[-631.993,38.095,-886.702]",96.26149511824235,1.0,stable,huge,"Starts in the air. Frame 8→9: hovers with negligible movement. Frame 9→10: quickly descends 1.90 units, moves 154.38 units left-backward. Frame 10→11: quickly rises 23.56 units, moves 92.72 units right-forward. Frame 11→12: quickly descends 6.58 units, moves 134.83 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneSLIMULATIONS/regionHelper/breadcrumbs_network/breadcrumbs_network_nodes/GlitchBreadcrumbNetworkNode 2/on_active_gameobject/Beam,Mesh,8,12,"[904.53,9.628,986.05]","[736.042,15.186,1287.585]",345.45977151182166,1.0,stable,tiny,"Starts in the air. Frame 8→9: quickly descends 5.56 units, moves 345.42 units right-forward. Frame 9→10: quickly descends 5.56 units, moves 345.42 units right-forward. Frame 10→11: quickly descends 5.56 units, moves 345.42 units right-forward. Frame 11→12: quickly descends 5.56 units, moves 345.42 units right-forward.",Small moves quickly along a complex 3D path.
zoneSLIMULATIONS/regionHelper/breadcrumbs_network/breadcrumbs_network_nodes/GlitchBreadcrumbNetworkNode 2/on_active_gameobject/FX Voxels,Empty,8,12,"[904.53,5.832,986.05]","[736.042,11.39,1287.585]",345.45977151182166,1.0,stable,tiny,"Starts in the air. Frame 8→9: quickly descends 5.56 units, moves 345.42 units right-forward. Frame 9→10: quickly descends 5.56 units, moves 345.42 units right-forward. Frame 10→11: quickly descends 5.56 units, moves 345.42 units right-forward. Frame 11→12: quickly descends 5.56 units, moves 345.42 units right-forward.",Small moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree06,Mesh,8,12,"[-671.1,11.8,-855.48]","[-674.9,24.67,-950.32]",95.78466735339225,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 12.87 units, moves 94.92 units right-backward. Frame 9→10: quickly descends 12.87 units, moves 94.92 units right-backward. Frame 10→11: quickly descends 12.87 units, moves 94.92 units right-backward. Frame 11→12: quickly descends 12.87 units, moves 94.92 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Flora/valley_tree06/LOD2,Mesh,8,12,"[-671.1,11.8,-855.48]","[-674.9,24.67,-950.32]",95.78466735339225,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 12.87 units, moves 94.92 units right-backward. Frame 9→10: quickly descends 12.87 units, moves 94.92 units right-backward. Frame 10→11: quickly descends 12.87 units, moves 94.92 units right-backward. Frame 11→12: quickly descends 12.87 units, moves 94.92 units right-backward.",Very large object moves quickly along a complex 3D path.
zoneRANCH/cellRanch_Lab/Sector/Main Nav/cliffBase05,Mesh,8,12,"[227.05,15.21,-234.69]","[228.34,15.01,-330.13]",95.44892718097988,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 0.20 units, moves 95.45 units left-backward. Frame 9→10: quickly rises 0.20 units, moves 95.45 units left-backward. Frame 10→11: quickly rises 0.20 units, moves 95.45 units left-backward. Frame 11→12: quickly rises 0.20 units, moves 95.45 units left-backward.",Very large object moves quickly along a complex 3D path.
zoneSEA/cellSea_Vault001/Sector/Flora/mossDrape05/drapeMoss02,Mesh,8,12,"[846.55,30.35,115.84]","[936.5,12.69,141.72]",95.25047243977328,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly rises 17.66 units, moves 93.60 units left-forward. Frame 9→10: quickly rises 17.66 units, moves 93.60 units left-forward. Frame 10→11: quickly rises 17.66 units, moves 93.60 units left-forward. Frame 11→12: quickly rises 17.66 units, moves 93.60 units left-forward.",Very large object moves quickly along a complex 3D path.
zoneVALLEY/cellValley_RaceTrack1/Sector/Grass/grassValleyColony02 (2)/grassThinColony02_LOD2,Mesh,8,12,"[-730.549,19.25,-811.001]","[-612.532,18.767,-842.793]",122.22510724887906,1.0,stable,large,"Starts in the air. Frame 8→9: quickly rises 0.48 units, moves 122.22 units left-backward. Frame 9→10: quickly rises 0.48 units, moves 122.22 units left-backward. Frame 10→11: quickly rises 0.48 units, moves 122.22 units left-backward. Frame 11→12: quickly rises 0.48 units, moves 122.22 units left-backward.",Large object moves quickly along a complex 3D path.
zoneDESERT/cellDesert_SilentSentinels/Sector/Solid Filler/ruinDesertPillar02/BaseMesh,Mesh,8,12,"[-7.396,1027.356,455.5]","[-103.47,1050.95,384.41]",121.82232312675701,1.0,stable,large,"Starts in the air. Frame 8→9: quickly descends 23.59 units, moves 119.52 units right-backward. Frame 9→10: quickly descends 23.59 units, moves 119.52 units right-backward. Frame 10→11: quickly descends 23.59 units, moves 119.52 units right-backward. Frame 11→12: quickly descends 23.59 units, moves 119.52 units right-backward.",Large object moves quickly along a complex 3D path.
zoneDESERT/cellDesert_SilentSentinels/Sector/Solid Filler/ruinDesertPillar02/LoDMesh,Mesh,8,12,"[-103.47,1050.95,384.41]","[-7.396,1027.356,455.5]",121.82232312675701,1.0,stable,large,"Starts in the air. Frame 8→9: quickly rises 23.59 units, moves 119.52 units left-forward. Frame 9→10: quickly rises 23.59 units, moves 119.52 units left-forward. Frame 10→11: quickly rises 23.59 units, moves 119.52 units left-forward. Frame 11→12: quickly rises 23.59 units, moves 119.52 units left-forward.",Large object moves quickly along a complex 3D path.
zoneRUINSTransition/cellReef_RuinsGardenOfTranquility/Sector/Mountains/mtnBluffMoss01/mountaintop,Mesh,8,12,"[104.4,27.38,444.36]","[103.861,48.1,536.63]",94.56934926814289,1.0,stable,huge,"Starts in the air. Frame 8→9: quickly descends 20.72 units, moves 92.27 units right-forward. Frame 9→10: quickly descends 20.72 units, moves 92.27 units right-forward. Frame 10→11: quickly descends 20.72 units, moves 92.27 units right-forward. Frame 11→12: quickly descends 20.72 units, moves 92.27 units right-forward.",Very large object moves quickly along a complex 3D path.
